"WBIC","landscapeposition","area.hectares","secchi.m","GDD_wtr_5c","Model","Time","probability.high","high"
2426600,0,8.451418238,1.90591,2835.82037477494,"CM2","2040-2064",0.945,1
2428900,1,4.602632477,2.56446,3001.83669530037,"GENMOM","2065-2089",0.983,1
2428900,1,4.602632477,2.56446,3010.11174688485,"CM2","2040-2064",0.983,1
2428900,1,4.602632477,2.56446,3016.89641973052,"ECHAM","2040-2064",0.975,1
2428900,1,4.602632477,2.56446,2748.37046461348,"NLDAS","1989-2014",0.999,1
2428900,1,4.602632477,2.56446,2808.71675831967,"GENMOM","2040-2064",0.999,1
2428900,1,4.602632477,2.56446,3352.32734298929,"ECHAM","2065-2089",0.971,1
2429000,-3,45.4552505,2.1548,2405.34829587026,"NLDAS","1989-2014",0.686,1
2429000,-3,45.4552505,2.1548,3004.85753823256,"ECHAM","2065-2089",0.825,1
2429000,-3,45.4552505,2.1548,2653.95825896873,"GENMOM","2065-2089",0.79,1
2429000,-3,45.4552505,2.1548,2687.98545282584,"ECHAM","2040-2064",0.809,1
2429000,-3,45.4552505,2.1548,2677.73739193991,"CM2","2040-2064",0.841,1
2429000,-3,45.4552505,2.1548,2476.60821992934,"GENMOM","2040-2064",0.785,1
2429300,2,86.49826387,1.829751899,2574.01773749173,"GENMOM","2040-2064",0.686,1
2429300,2,86.49826387,1.829751899,2514.16353319206,"NLDAS","1989-2014",0.396,0
2429300,2,86.49826387,1.829751899,3109.89425535722,"ECHAM","2065-2089",0.862,1
2429300,2,86.49826387,1.829751899,2759.40687778669,"GENMOM","2065-2089",0.61,1
2429300,2,86.49826387,1.829751899,2794.88571981417,"ECHAM","2040-2064",0.69,1
2429300,2,86.49826387,1.829751899,2775.29161246676,"CM2","2040-2064",0.639,1
2429600,2,67.95749608,1.58317,3104.78908621183,"ECHAM","2065-2089",0.912,1
2429600,2,67.95749608,1.58317,2788.00892334561,"ECHAM","2040-2064",0.85,1
2429600,2,67.95749608,1.58317,2570.96238905177,"GENMOM","2040-2064",0.525,1
2429600,2,67.95749608,1.58317,2754.17263017902,"GENMOM","2065-2089",0.775,1
2429600,2,67.95749608,1.58317,2772.39916271234,"CM2","2040-2064",0.622,1
2429600,2,67.95749608,1.58317,2507.39923305969,"NLDAS","1989-2014",0.378,0
2430300,2,234.0012757,3.6334,2396.40388323063,"NLDAS","1989-2014",0.012,0
2430300,2,234.0012757,3.6334,2616.80761989481,"GENMOM","2065-2089",0.674,1
2430300,2,234.0012757,3.6334,2641.22515272012,"CM2","2040-2064",0.753,1
2430300,2,234.0012757,3.6334,2438.32701639578,"GENMOM","2040-2064",0.105,0
2430300,2,234.0012757,3.6334,2972.79430182017,"ECHAM","2065-2089",0.879,1
2430300,2,234.0012757,3.6334,2659.75044453349,"ECHAM","2040-2064",0.81,1
2430500,-3,3.764522233,3.79203,2762.31645153788,"CM2","2040-2064",1,1
2430500,-3,3.764522233,3.79203,2514.26884428425,"NLDAS","1989-2014",0.623,1
2430500,-3,3.764522233,3.79203,2566.89190450709,"GENMOM","2040-2064",0.884,1
2430500,-3,3.764522233,3.79203,3090.95712858011,"ECHAM","2065-2089",0.997,1
2430500,-3,3.764522233,3.79203,2771.82797387748,"ECHAM","2040-2064",1,1
2430500,-3,3.764522233,3.79203,2746.39101451998,"GENMOM","2065-2089",0.999,1
2431300,1,114.0982922,1.65,2429.35527101598,"NLDAS","1989-2014",0,0
2431300,1,114.0982922,1.65,2697.86127571184,"CM2","2040-2064",0.805,1
2431300,1,114.0982922,1.65,3030.26990744101,"ECHAM","2065-2089",0.728,1
2431300,1,114.0982922,1.65,2498.10488215626,"GENMOM","2040-2064",0.022,0
2431300,1,114.0982922,1.65,2714.0974442972,"ECHAM","2040-2064",0.771,1
2431300,1,114.0982922,1.65,2678.61613537428,"GENMOM","2065-2089",0.821,1
2433100,-2,8.612350633,1.32694,2583.39497496916,"GENMOM","2040-2064",0.412,0
2433100,-2,8.612350633,1.32694,2790.70488808281,"CM2","2040-2064",0.76,1
2433100,-2,8.612350633,1.32694,2503.38151100129,"NLDAS","1989-2014",0.347,0
2433100,-2,8.612350633,1.32694,3128.92589919851,"ECHAM","2065-2089",0.911,1
2433100,-2,8.612350633,1.32694,2801.76578664122,"ECHAM","2040-2064",0.755,1
2433100,-2,8.612350633,1.32694,2771.31803507868,"GENMOM","2065-2089",0.641,1
2433600,0,19.5255233,3.52512,2775.74689917056,"GENMOM","2065-2089",1,1
2433600,0,19.5255233,3.52512,2550.92129191832,"NLDAS","1989-2014",0.94,1
2433600,0,19.5255233,3.52512,2807.62879417475,"ECHAM","2040-2064",0.991,1
2433600,0,19.5255233,3.52512,2796.12023801828,"CM2","2040-2064",0.821,1
2433600,0,19.5255233,3.52512,3140.34902456631,"ECHAM","2065-2089",0.909,1
2433600,0,19.5255233,3.52512,2592.18090995708,"GENMOM","2040-2064",0.898,1
2433800,-3,29.01318854,2.1411,2713.76193557659,"ECHAM","2040-2064",0.631,1
2433800,-3,29.01318854,2.1411,2696.85016222874,"CM2","2040-2064",0.646,1
2433800,-3,29.01318854,2.1411,2440.65181475533,"NLDAS","1989-2014",0.721,1
2433800,-3,29.01318854,2.1411,3041.15412360676,"ECHAM","2065-2089",0.792,1
2433800,-3,29.01318854,2.1411,2671.36425762491,"GENMOM","2065-2089",0.854,1
2433800,-3,29.01318854,2.1411,2489.02291786266,"GENMOM","2040-2064",0.803,1
2434700,3,56.01377603,1.92024,2806.09053632193,"ECHAM","2040-2064",0.64,1
2434700,3,56.01377603,1.92024,3132.99886596797,"ECHAM","2065-2089",0.912,1
2434700,3,56.01377603,1.92024,2579.61975965745,"GENMOM","2040-2064",0.523,1
2434700,3,56.01377603,1.92024,2786.6204379562,"CM2","2040-2064",0.564,1
2434700,3,56.01377603,1.92024,2525.64242183009,"NLDAS","1989-2014",0.124,0
2434700,3,56.01377603,1.92024,2765.61370262283,"GENMOM","2065-2089",0.512,1
2434800,3,187.6258556,1.95,2764.21475910547,"CM2","2040-2064",0.514,1
2434800,3,187.6258556,1.95,2740.56767136519,"GENMOM","2065-2089",0.555,1
2434800,3,187.6258556,1.95,2494.70668937968,"NLDAS","1989-2014",0.058,0
2434800,3,187.6258556,1.95,3108.59214775978,"ECHAM","2065-2089",0.861,1
2434800,3,187.6258556,1.95,2782.30934781684,"ECHAM","2040-2064",0.545,1
2434800,3,187.6258556,1.95,2554.4870650082,"GENMOM","2040-2064",0.468,0
2435000,3,409.4811602,3.528448736,2577.98409163532,"CM2","2040-2064",0.809,1
2435000,3,409.4811602,3.528448736,2324.02426373978,"NLDAS","1989-2014",0.381,0
2435000,3,409.4811602,3.528448736,2547.41446678719,"GENMOM","2065-2089",0.482,0
2435000,3,409.4811602,3.528448736,2599.68153473434,"ECHAM","2040-2064",0.815,1
2435000,3,409.4811602,3.528448736,2923.47403948224,"ECHAM","2065-2089",0.649,1
2435000,3,409.4811602,3.528448736,2368.59863664758,"GENMOM","2040-2064",0.282,0
2435700,-2,483.3249326,3.610399793,2650.31713856323,"CM2","2040-2064",0.96,1
2435700,-2,483.3249326,3.610399793,2451.27326329258,"GENMOM","2040-2064",0.336,0
2435700,-2,483.3249326,3.610399793,2418.93295667738,"NLDAS","1989-2014",0.344,0
2435700,-2,483.3249326,3.610399793,2998.82881767784,"ECHAM","2065-2089",0.974,1
2435700,-2,483.3249326,3.610399793,2679.99315156251,"ECHAM","2040-2064",0.966,1
2435700,-2,483.3249326,3.610399793,2630.59427964225,"GENMOM","2065-2089",0.656,1
2435900,-3,11.1628311,2.642225616,2792.11122787221,"ECHAM","2040-2064",0.988,1
2435900,-3,11.1628311,2.642225616,3111.1750174351,"ECHAM","2065-2089",0.917,1
2435900,-3,11.1628311,2.642225616,2569.95593364431,"GENMOM","2040-2064",0.871,1
2435900,-3,11.1628311,2.642225616,2546.5659600698,"NLDAS","1989-2014",0.976,1
2435900,-3,11.1628311,2.642225616,2763.93572367067,"CM2","2040-2064",0.989,1
2435900,-3,11.1628311,2.642225616,2753.2715554251,"GENMOM","2065-2089",0.989,1
2436000,-2,53.48320331,2.315307692,2749.34521270792,"GENMOM","2065-2089",0.776,1
2436000,-2,53.48320331,2.315307692,3106.01414631321,"ECHAM","2065-2089",0.883,1
2436000,-2,53.48320331,2.315307692,2789.81795284281,"ECHAM","2040-2064",0.848,1
2436000,-2,53.48320331,2.315307692,2536.6932649854,"NLDAS","1989-2014",0.723,1
2436000,-2,53.48320331,2.315307692,2761.82274552967,"CM2","2040-2064",0.77,1
2436000,-2,53.48320331,2.315307692,2565.96686093682,"GENMOM","2040-2064",0.823,1
2436400,2,16.56596683,3.217498537,2395.32085065635,"GENMOM","2040-2064",0.118,0
2436400,2,16.56596683,3.217498537,2942.55149545945,"ECHAM","2065-2089",0.857,1
2436400,2,16.56596683,3.217498537,2619.22597013627,"ECHAM","2040-2064",0.805,1
2436400,2,16.56596683,3.217498537,2604.77637166125,"CM2","2040-2064",0.731,1
2436400,2,16.56596683,3.217498537,2571.52067934907,"GENMOM","2065-2089",0.864,1
2436400,2,16.56596683,3.217498537,2339.22076277066,"NLDAS","1989-2014",0.712,1
2436500,2,72.17488586,3.928146842,3047.24125593477,"ECHAM","2065-2089",0.871,1
2436500,2,72.17488586,3.928146842,2703.81166691372,"CM2","2040-2064",0.742,1
2436500,2,72.17488586,3.928146842,2679.32881845584,"GENMOM","2065-2089",0.691,1
2436500,2,72.17488586,3.928146842,2495.00069976914,"GENMOM","2040-2064",0.329,0
2436500,2,72.17488586,3.928146842,2451.66337935355,"NLDAS","1989-2014",0.338,0
2436500,2,72.17488586,3.928146842,2723.91721869778,"ECHAM","2040-2064",0.724,1
2436600,-3,21.32324939,3.474155556,2594.95917507685,"GENMOM","2040-2064",0.974,1
2436600,-3,21.32324939,3.474155556,2777.48131817,"GENMOM","2065-2089",1,1
2436600,-3,21.32324939,3.474155556,3137.73321621703,"ECHAM","2065-2089",0.894,1
2436600,-3,21.32324939,3.474155556,2798.14711877644,"CM2","2040-2064",0.913,1
2436600,-3,21.32324939,3.474155556,2552.08496989575,"NLDAS","1989-2014",0.993,1
2436600,-3,21.32324939,3.474155556,2809.70149524743,"ECHAM","2040-2064",0.984,1
2448000,-3,30.847843,1.45288,3118.11037323192,"ECHAM","2065-2089",0.732,1
2448000,-3,30.847843,1.45288,2751.79383621582,"GENMOM","2065-2089",0.91,1
2448000,-3,30.847843,1.45288,2540.26832532055,"NLDAS","1989-2014",0.815,1
2448000,-3,30.847843,1.45288,2566.72602057928,"GENMOM","2040-2064",0.659,1
2448000,-3,30.847843,1.45288,2790.13521471881,"ECHAM","2040-2064",0.892,1
2448000,-3,30.847843,1.45288,2770.9250886364,"CM2","2040-2064",0.753,1
2448700,-3,30.63593086,1.442373333,2859.44024619617,"GENMOM","2040-2064",0.367,0
2448700,-3,30.63593086,1.442373333,3403.34291288617,"ECHAM","2065-2089",0.949,1
2448700,-3,30.63593086,1.442373333,3058.1152773331,"CM2","2040-2064",0.737,1
2448700,-3,30.63593086,1.442373333,2832.88077095132,"NLDAS","1989-2014",0.928,1
2448700,-3,30.63593086,1.442373333,3046.25651735255,"GENMOM","2065-2089",0.716,1
2448700,-3,30.63593086,1.442373333,3062.40904947119,"ECHAM","2040-2064",0.758,1
2448800,2,30.42722625,3.40572,2760.46238320661,"GENMOM","2065-2089",0.99,1
2448800,2,30.42722625,3.40572,3127.72858471518,"ECHAM","2065-2089",0.851,1
2448800,2,30.42722625,3.40572,2779.26059716954,"CM2","2040-2064",0.989,1
2448800,2,30.42722625,3.40572,2556.83590577005,"NLDAS","1989-2014",0.956,1
2448800,2,30.42722625,3.40572,2575.8443597254,"GENMOM","2040-2064",0.937,1
2448800,2,30.42722625,3.40572,2799.16966883775,"ECHAM","2040-2064",0.981,1
2449300,-3,20.2810551,2.325,2759.73075340119,"CM2","2040-2064",0.801,1
2449300,-3,20.2810551,2.325,2503.67608613629,"NLDAS","1989-2014",0.012,0
2449300,-3,20.2810551,2.325,2720.71462874342,"GENMOM","2065-2089",0.523,1
2449300,-3,20.2810551,2.325,3099.85058940548,"ECHAM","2065-2089",0.846,1
2449300,-3,20.2810551,2.325,2771.33600325311,"ECHAM","2040-2064",0.744,1
2449300,-3,20.2810551,2.325,2535.42067939415,"GENMOM","2040-2064",0.559,1
2449400,-3,38.05197864,2.292023333,3038.05528554762,"ECHAM","2040-2064",0.647,1
2449400,-3,38.05197864,2.292023333,3001.60479179293,"CM2","2040-2064",0.707,1
2449400,-3,38.05197864,2.292023333,2779.95190358668,"GENMOM","2040-2064",0.687,1
2449400,-3,38.05197864,2.292023333,2705.12324271213,"NLDAS","1989-2014",0.28,0
2449400,-3,38.05197864,2.292023333,3381.75548172699,"ECHAM","2065-2089",0.898,1
2449400,-3,38.05197864,2.292023333,2969.7385239186,"GENMOM","2065-2089",0.687,1
2450100,-3,6.099831529,4.0386,2993.57479227839,"GENMOM","2065-2089",1,1
2450100,-3,6.099831529,4.0386,3019.6961730332,"CM2","2040-2064",0.998,1
2450100,-3,6.099831529,4.0386,3405.7092579866,"ECHAM","2065-2089",0.93,1
2450100,-3,6.099831529,4.0386,2798.01072331666,"GENMOM","2040-2064",0.73,1
2450100,-3,6.099831529,4.0386,2769.56606850749,"NLDAS","1989-2014",0.998,1
2450100,-3,6.099831529,4.0386,3061.2625040565,"ECHAM","2040-2064",0.989,1
2450500,-3,149.727153,3.234260062,3151.55104261855,"GENMOM","2065-2089",0.902,1
2450500,-3,149.727153,3.234260062,3227.10353152057,"ECHAM","2040-2064",0.902,1
2450500,-3,149.727153,3.234260062,3583.43995431845,"ECHAM","2065-2089",0.902,1
2450500,-3,149.727153,3.234260062,2894.3728713685,"NLDAS","1989-2014",1,1
2450500,-3,149.727153,3.234260062,2959.4987605297,"GENMOM","2040-2064",0.909,1
2450500,-3,149.727153,3.234260062,3185.68108825285,"CM2","2040-2064",0.902,1
2450800,-3,45.08020756,2.8956,2877.37341810703,"GENMOM","2065-2089",0.964,1
2450800,-3,45.08020756,2.8956,2630.62788822418,"NLDAS","1989-2014",0.075,0
2450800,-3,45.08020756,2.8956,3286.42128007403,"ECHAM","2065-2089",0.917,1
2450800,-3,45.08020756,2.8956,2907.87094543847,"CM2","2040-2064",0.997,1
2450800,-3,45.08020756,2.8956,2692.8820350079,"GENMOM","2040-2064",0.652,1
2450800,-3,45.08020756,2.8956,2944.65335220045,"ECHAM","2040-2064",0.787,1
2450900,-3,33.18668847,2.966863099,2848.46229120786,"GENMOM","2065-2089",0.993,1
2450900,-3,33.18668847,2.966863099,2882.47470286325,"CM2","2040-2064",0.98,1
2450900,-3,33.18668847,2.966863099,2640.5169589461,"NLDAS","1989-2014",0.909,1
2450900,-3,33.18668847,2.966863099,3262.95017730075,"ECHAM","2065-2089",0.877,1
2450900,-3,33.18668847,2.966863099,2921.58573367137,"ECHAM","2040-2064",0.976,1
2450900,-3,33.18668847,2.966863099,2662.26496296031,"GENMOM","2040-2064",0.917,1
2451100,-3,12.39160876,3.6576,2633.70812474674,"GENMOM","2040-2064",0.634,1
2451100,-3,12.39160876,3.6576,3222.55730196026,"ECHAM","2065-2089",0.699,1
2451100,-3,12.39160876,3.6576,2822.78898483009,"GENMOM","2065-2089",0.637,1
2451100,-3,12.39160876,3.6576,2887.70183850563,"ECHAM","2040-2064",0.576,1
2451100,-3,12.39160876,3.6576,2640.19806444582,"NLDAS","1989-2014",0.835,1
2451100,-3,12.39160876,3.6576,2850.91480889836,"CM2","2040-2064",0.612,1
2451200,-2,77.66765013,2.399704688,2753.74976987731,"NLDAS","1989-2014",0.871,1
2451200,-2,77.66765013,2.399704688,3019.73949913996,"CM2","2040-2064",0.836,1
2451200,-2,77.66765013,2.399704688,3403.47395423938,"ECHAM","2065-2089",0.958,1
2451200,-2,77.66765013,2.399704688,2995.54670683041,"GENMOM","2065-2089",0.86,1
2451200,-2,77.66765013,2.399704688,2799.34446208913,"GENMOM","2040-2064",0.891,1
2451200,-2,77.66765013,2.399704688,3061.21751375845,"ECHAM","2040-2064",0.887,1
2451300,-3,53.61012712,5.826182727,2746.66918051519,"CM2","2040-2064",1,1
2451300,-3,53.61012712,5.826182727,3110.3881850292,"ECHAM","2065-2089",0.947,1
2451300,-3,53.61012712,5.826182727,2711.4474329373,"GENMOM","2065-2089",0.925,1
2451300,-3,53.61012712,5.826182727,2782.92799195239,"ECHAM","2040-2064",1,1
2451300,-3,53.61012712,5.826182727,2557.72362071867,"NLDAS","1989-2014",0.996,1
2451300,-3,53.61012712,5.826182727,2525.22252237857,"GENMOM","2040-2064",0.91,1
2451700,-3,50.64243693,3.28526,2539.09957691529,"NLDAS","1989-2014",0.926,1
2451700,-3,50.64243693,3.28526,2562.3038564626,"GENMOM","2040-2064",0.899,1
2451700,-3,50.64243693,3.28526,2806.57455725895,"ECHAM","2040-2064",0.979,1
2451700,-3,50.64243693,3.28526,2748.98603455224,"GENMOM","2065-2089",0.992,1
2451700,-3,50.64243693,3.28526,2778.34843139253,"CM2","2040-2064",0.994,1
2451700,-3,50.64243693,3.28526,3128.49083840557,"ECHAM","2065-2089",0.901,1
2451900,-2,75.82090264,5.224340392,2444.45069667957,"GENMOM","2040-2064",0.565,1
2451900,-2,75.82090264,5.224340392,2657.48437165236,"CM2","2040-2064",0.943,1
2451900,-2,75.82090264,5.224340392,3012.51205932467,"ECHAM","2065-2089",0.939,1
2451900,-2,75.82090264,5.224340392,2689.30398556926,"ECHAM","2040-2064",0.926,1
2451900,-2,75.82090264,5.224340392,2467.75155558335,"NLDAS","1989-2014",0.751,1
2451900,-2,75.82090264,5.224340392,2624.71569773674,"GENMOM","2065-2089",0.832,1
2452300,-3,24.0224353,4.48013,2482.28076650254,"GENMOM","2040-2064",0.787,1
2452300,-3,24.0224353,4.48013,3061.19385079701,"ECHAM","2065-2089",0.987,1
2452300,-3,24.0224353,4.48013,2667.63159849332,"GENMOM","2065-2089",0.999,1
2452300,-3,24.0224353,4.48013,2733.05995839311,"ECHAM","2040-2064",1,1
2452300,-3,24.0224353,4.48013,2695.91694944769,"CM2","2040-2064",0.939,1
2452300,-3,24.0224353,4.48013,2492.51900606459,"NLDAS","1989-2014",0.9,1
2452400,-3,35.35745803,2.26497931,2508.2934135362,"GENMOM","2040-2064",0.26,0
2452400,-3,35.35745803,2.26497931,2748.1194056009,"ECHAM","2040-2064",0.427,0
2452400,-3,35.35745803,2.26497931,2505.90020393401,"NLDAS","1989-2014",0.03,0
2452400,-3,35.35745803,2.26497931,3064.2227961982,"ECHAM","2065-2089",0.471,0
2452400,-3,35.35745803,2.26497931,2691.97119976576,"GENMOM","2065-2089",0.249,0
2452400,-3,35.35745803,2.26497931,2716.00845200772,"CM2","2040-2064",0.113,0
2452600,-3,35.02457946,3.209957288,3027.87686511548,"ECHAM","2065-2089",0.963,1
2452600,-3,35.02457946,3.209957288,2704.97470864687,"ECHAM","2040-2064",0.961,1
2452600,-3,35.02457946,3.209957288,2464.48089786453,"NLDAS","1989-2014",0.177,0
2452600,-3,35.02457946,3.209957288,2648.43893423331,"GENMOM","2065-2089",0.996,1
2452600,-3,35.02457946,3.209957288,2469.37141028942,"GENMOM","2040-2064",0.195,0
2452600,-3,35.02457946,3.209957288,2678.70416146692,"CM2","2040-2064",0.998,1
2453300,-3,81.43756455,3.896327226,2558.07570868318,"NLDAS","1989-2014",0.604,1
2453300,-3,81.43756455,3.896327226,2767.38199701383,"CM2","2040-2064",0.991,1
2453300,-3,81.43756455,3.896327226,2735.98365562323,"GENMOM","2065-2089",0.963,1
2453300,-3,81.43756455,3.896327226,2550.50583842974,"GENMOM","2040-2064",0.698,1
2453300,-3,81.43756455,3.896327226,3125.81925469186,"ECHAM","2065-2089",0.939,1
2453300,-3,81.43756455,3.896327226,2800.48105382808,"ECHAM","2040-2064",0.982,1
2453400,-2,86.28281863,1.198684615,2846.51781695471,"GENMOM","2040-2064",0.619,1
2453400,-2,86.28281863,1.198684615,3116.49431821272,"ECHAM","2040-2064",0.617,1
2453400,-2,86.28281863,1.198684615,2763.7581237675,"NLDAS","1989-2014",0.934,1
2453400,-2,86.28281863,1.198684615,3469.55810884193,"ECHAM","2065-2089",0.927,1
2453400,-2,86.28281863,1.198684615,3079.16576030924,"CM2","2040-2064",0.629,1
2453400,-2,86.28281863,1.198684615,3047.12930780215,"GENMOM","2065-2089",0.641,1
2453500,-2,310.8175605,2.217334382,2921.81009952402,"ECHAM","2040-2064",0.733,1
2453500,-2,310.8175605,2.217334382,2883.28897046094,"CM2","2040-2064",0.645,1
2453500,-2,310.8175605,2.217334382,2662.82129649084,"GENMOM","2040-2064",0.775,1
2453500,-2,310.8175605,2.217334382,2633.3249425852,"NLDAS","1989-2014",0.862,1
2453500,-2,310.8175605,2.217334382,3258.4661340398,"ECHAM","2065-2089",0.912,1
2453500,-2,310.8175605,2.217334382,2854.50408702126,"GENMOM","2065-2089",0.661,1
2453900,-3,3.846452003,1.57328,3371.50995085297,"ECHAM","2040-2064",0.956,1
2453900,-3,3.846452003,1.57328,3069.95401333586,"NLDAS","1989-2014",0.624,1
2453900,-3,3.846452003,1.57328,3354.14082444864,"CM2","2040-2064",0.956,1
2453900,-3,3.846452003,1.57328,3326.4115868274,"GENMOM","2065-2089",0.956,1
2453900,-3,3.846452003,1.57328,3134.67600076692,"GENMOM","2040-2064",0.955,1
2453900,-3,3.846452003,1.57328,3736.1772628848,"ECHAM","2065-2089",0.956,1
2454400,-3,15.46764422,1.21304,3369.32623946826,"GENMOM","2065-2089",0.931,1
2454400,-3,15.46764422,1.21304,3101.06000343023,"NLDAS","1989-2014",0.566,1
2454400,-3,15.46764422,1.21304,3767.51682160538,"ECHAM","2065-2089",0.931,1
2454400,-3,15.46764422,1.21304,3396.27009764484,"CM2","2040-2064",0.931,1
2454400,-3,15.46764422,1.21304,3405.13590568565,"ECHAM","2040-2064",0.931,1
2454400,-3,15.46764422,1.21304,3187.41094161631,"GENMOM","2040-2064",0.93,1
2454500,-3,31.62643246,4.07017,2770.19782435526,"CM2","2040-2064",0.998,1
2454500,-3,31.62643246,4.07017,2525.2839238531,"NLDAS","1989-2014",0.914,1
2454500,-3,31.62643246,4.07017,2734.85217615589,"GENMOM","2065-2089",1,1
2454500,-3,31.62643246,4.07017,3143.6020827717,"ECHAM","2065-2089",0.928,1
2454500,-3,31.62643246,4.07017,2547.73339324834,"GENMOM","2040-2064",0.989,1
2454500,-3,31.62643246,4.07017,2807.90779932521,"ECHAM","2040-2064",1,1
2454700,-3,3.196541688,2,2707.17367340696,"NLDAS","1989-2014",0.666,1
2454700,-3,3.196541688,2,2932.54446619257,"CM2","2040-2064",0.682,1
2454700,-3,3.196541688,2,3295.3749388856,"ECHAM","2065-2089",0.97,1
2454700,-3,3.196541688,2,2708.82341274384,"GENMOM","2040-2064",0.656,1
2454700,-3,3.196541688,2,2904.57893896296,"GENMOM","2065-2089",0.6,1
2454700,-3,3.196541688,2,2959.80124799199,"ECHAM","2040-2064",0.751,1
2454800,-3,4.399627427,4.148364286,2500.28883914868,"GENMOM","2040-2064",0.571,1
2454800,-3,4.399627427,4.148364286,2500.97876807853,"NLDAS","1989-2014",0.562,1
2454800,-3,4.399627427,4.148364286,3055.88149598393,"ECHAM","2065-2089",0.987,1
2454800,-3,4.399627427,4.148364286,2686.38966291625,"GENMOM","2065-2089",0.883,1
2454800,-3,4.399627427,4.148364286,2704.69090693347,"CM2","2040-2064",0.947,1
2454800,-3,4.399627427,4.148364286,2741.49451921681,"ECHAM","2040-2064",1,1
2456100,-2,72.48822814,2.2479,2883.07447186808,"CM2","2040-2064",0.283,0
2456100,-2,72.48822814,2.2479,2662.17476199028,"GENMOM","2040-2064",0.26,0
2456100,-2,72.48822814,2.2479,3245.99058828917,"ECHAM","2065-2089",0.804,1
2456100,-2,72.48822814,2.2479,2854.61538733755,"GENMOM","2065-2089",0.296,0
2456100,-2,72.48822814,2.2479,2657.41728333326,"NLDAS","1989-2014",0.151,0
2456100,-2,72.48822814,2.2479,2913.27803149006,"ECHAM","2040-2064",0.374,0
2456500,-3,3.749018802,13.3541,2402.04889925479,"NLDAS","1989-2014",0.137,0
2456500,-3,3.749018802,13.3541,2590.23433241785,"CM2","2040-2064",0.956,1
2456500,-3,3.749018802,13.3541,2390.21502095884,"GENMOM","2040-2064",0.258,0
2456500,-3,3.749018802,13.3541,2621.85302779798,"ECHAM","2040-2064",0.998,1
2456500,-3,3.749018802,13.3541,2934.19540781642,"ECHAM","2065-2089",0.967,1
2456500,-3,3.749018802,13.3541,2562.77959790588,"GENMOM","2065-2089",1,1
2456600,-3,2.856600465,2,2650.25545878596,"GENMOM","2065-2089",0.798,1
2456600,-3,2.856600465,2,2701.35555919333,"ECHAM","2040-2064",0.687,1
2456600,-3,2.856600465,2,2473.06021743578,"NLDAS","1989-2014",0.849,1
2456600,-3,2.856600465,2,3015.76467630335,"ECHAM","2065-2089",0.792,1
2456600,-3,2.856600465,2,2672.93019676838,"CM2","2040-2064",0.787,1
2456600,-3,2.856600465,2,2472.48346792052,"GENMOM","2040-2064",0.849,1
2457400,-3,13.14109546,2.25202,3026.74448816004,"GENMOM","2065-2089",0.429,0
2457400,-3,13.14109546,2.25202,3101.06543762689,"ECHAM","2040-2064",0.604,1
2457400,-3,13.14109546,2.25202,2786.51319873275,"NLDAS","1989-2014",0.553,1
2457400,-3,13.14109546,2.25202,2833.90350299667,"GENMOM","2040-2064",0.447,0
2457400,-3,13.14109546,2.25202,3063.48379580307,"CM2","2040-2064",0.5,1
2457400,-3,13.14109546,2.25202,3452.54879374741,"ECHAM","2065-2089",0.835,1
2457600,-3,46.14795408,3.982179574,3113.42346264604,"ECHAM","2040-2064",0.944,1
2457600,-3,46.14795408,3.982179574,3039.59894249889,"GENMOM","2065-2089",1,1
2457600,-3,46.14795408,3.982179574,2792.30427027022,"NLDAS","1989-2014",1,1
2457600,-3,46.14795408,3.982179574,2841.49751705384,"GENMOM","2040-2064",0.978,1
2457600,-3,46.14795408,3.982179574,3457.64036203553,"ECHAM","2065-2089",0.929,1
2457600,-3,46.14795408,3.982179574,3068.82608786328,"CM2","2040-2064",0.969,1
2458100,-3,19.60361458,2.80985,2407.6004511589,"NLDAS","1989-2014",0.513,1
2458100,-3,19.60361458,2.80985,2991.1957499118,"ECHAM","2065-2089",0.863,1
2458100,-3,19.60361458,2.80985,2669.03072564843,"ECHAM","2040-2064",0.514,1
2458100,-3,19.60361458,2.80985,2641.51549434759,"CM2","2040-2064",0.537,1
2458100,-3,19.60361458,2.80985,2610.59620873598,"GENMOM","2065-2089",0.42,0
2458100,-3,19.60361458,2.80985,2426.43895502371,"GENMOM","2040-2064",0.469,0
2458300,-3,46.52021357,2.688771429,2938.42802676891,"GENMOM","2065-2089",0.688,1
2458300,-3,46.52021357,2.688771429,3350.57930676072,"ECHAM","2065-2089",0.927,1
2458300,-3,46.52021357,2.688771429,3005.97501942085,"ECHAM","2040-2064",0.909,1
2458300,-3,46.52021357,2.688771429,2700.5534740503,"NLDAS","1989-2014",0.778,1
2458300,-3,46.52021357,2.688771429,2968.16157994216,"CM2","2040-2064",0.802,1
2458300,-3,46.52021357,2.688771429,2746.51285518949,"GENMOM","2040-2064",0.995,1
2458800,-3,14.15362843,2.56455,2935.53530681764,"CM2","2040-2064",0.739,1
2458800,-3,14.15362843,2.56455,2958.65636423261,"ECHAM","2040-2064",0.731,1
2458800,-3,14.15362843,2.56455,2911.82933341199,"GENMOM","2065-2089",0.982,1
2458800,-3,14.15362843,2.56455,2723.25403869895,"NLDAS","1989-2014",0.552,1
2458800,-3,14.15362843,2.56455,2720.871932654,"GENMOM","2040-2064",0.552,1
2458800,-3,14.15362843,2.56455,3299.34302535616,"ECHAM","2065-2089",0.952,1
